time,event,membership_category,feedback_negative,points_in_wallet,avg_transaction_value,avg_frequency_login_days,past_complaint,gender,region_category,age
229,0,Platinum Membership,1,755.68,1063.13,8.0,1,M,Village,64.0
410,1,Basic Membership,1,654.7996673080734,37839.02,16.0,0,M,Town,39.0
18,1,Basic Membership,1,676.01,19793.69,18.0,0,F,City,54.0
16,0,Silver Membership,0,746.23,24717.58,35.52947394167495,1,F,City,63.0
684,1,Basic Membership,1,581.33,19090.42,12.0,1,M,City,17.0
280,1,Basic Membership,1,606.57,48054.16,20.0,1,F,Town,36.0
888,1,Silver Membership,1,645.38,14801.69,12.0,1,M,Town,55.0
136,1,Gold Membership,1,673.32,7232.66,8.0,0,F,Village,24.0
200,0,Gold Membership,1,,44650.25,17.0,0,M,Town,55.0
667,0,Platinum Membership,0,771.61,44824.66,5.0,0,M,Town,63.0
923,1,No Membership,1,538.4,26812.57,17.0,1,M,Town,35.0
619,1,No Membership,1,622.29,20038.13,7.0,0,M,Town,59.0
1080,1,Silver Membership,1,717.0,6289.63,29.0,0,F,Town,23.0
165,1,Silver Membership,1,,12992.9,7.0,1,M,,32.0
874,1,No Membership,1,614.6,17192.01,12.0,1,M,City,36.0
1081,0,Premium Membership,1,751.89,37000.31,19.0,1,M,Town,19.0
868,0,Platinum Membership,1,741.78,7263.2,15.0,1,M,City,47.0
604,1,No Membership,1,602.01,37893.72,17.0,0,M,City,42.0
1050,0,Premium Membership,0,759.74,84959.24,19.0,0,M,City,30.0
108,1,No Membership,1,1203.693300125935,48510.75,12.0,0,M,City,29.0
1025,1,Basic Membership,1,937.5606171144684,2257.48,11.0,0,M,,25.0
79,1,No Membership,1,951.689316278626,46687.09,20.0,1,F,Village,54.0
883,1,Basic Membership,1,626.88,32459.02,18.0,0,F,Village,38.0
590,0,Premium Membership,1,720.59,2361.57,6.0,0,F,Town,19.0
18,0,Silver Membership,1,734.31,20552.83,6.0,0,F,Town,28.0
952,0,Platinum Membership,0,839.0,32446.0,10.0,0,F,City,57.0
499,0,Platinum Membership,1,708.39,26613.52,25.0,1,F,Village,56.0
874,1,No Membership,1,552.16,32503.71,11.0,0,M,,33.0
813,1,Basic Membership,1,656.21,26284.13,17.0,0,M,City,36.0
101,0,Premium Membership,1,,32966.01,22.0,1,M,Town,53.0
1,1,Basic Membership,1,512.17,28781.74,13.0,1,M,Town,13.0
1029,1,Silver Membership,1,683.08,29414.81,16.0,1,M,Village,27.0
775,1,Basic Membership,1,969.1398301449376,2173.69,17.0,0,F,Town,11.0
235,1,No Membership,1,1466.436480074614,26519.82,16.0,0,F,City,26.0
461,1,Basic Membership,1,535.24,17513.69,29.0,1,M,City,16.0
64,0,Premium Membership,0,,53225.55,5.0,0,M,,51.0
155,0,Silver Membership,1,485.020957757146,49711.44,26.0,0,M,Town,23.0
1035,0,Platinum Membership,1,744.6,6325.37,23.0,1,F,City,25.0
919,1,Basic Membership,1,667.44,2242.41,14.0,0,M,Village,16.0
421,1,Basic Membership,1,651.69,34469.26,13.0,0,F,,60.0
628,1,Basic Membership,1,534.9,18353.67,19.0,0,M,Town,61.0
294,0,Gold Membership,0,794.75,31096.42,16.0,0,M,City,44.0
416,0,Gold Membership,1,777.01,16554.99,12.0,0,F,City,20.0
799,0,Silver Membership,1,768.86,28951.39,18.0,0,M,Town,27.0
516,0,Gold Membership,0,824.45,79718.85,5.0,1,F,City,22.0
338,0,Silver Membership,1,713.31,14581.71,18.0,0,F,City,19.0
150,0,Premium Membership,1,702.95,2187.4,,1,M,Village,49.0
843,1,No Membership,1,696.24,24873.42,20.0,0,M,,40.0
799,1,No Membership,1,1030.5419407677718,30354.78,13.0,1,M,Village,20.0
389,0,Platinum Membership,1,745.75,1911.99,22.0,1,M,Town,52.0
253,1,Basic Membership,1,675.41,2353.19,22.0,0,F,Town,39.0
893,0,Platinum Membership,0,792.01,26394.03,11.0,0,F,Village,20.0
688,1,No Membership,1,658.13,3069.27,15.0,1,M,City,25.0
80,0,Premium Membership,0,774.36,61874.77,4.0,1,M,City,16.0
351,1,No Membership,1,699.24,1062.77,24.0,1,F,Town,17.0
540,1,No Membership,1,330.5707098730649,46194.84,46.4360650283517,1,F,City,64.0
428,1,Basic Membership,1,529.86,46020.2,29.0,0,F,Town,37.0
469,1,Basic Membership,1,618.05,24009.29,6.0,1,F,Town,49.0
657,1,Basic Membership,1,1147.9876333203838,10994.22,20.0,0,M,City,36.0
828,0,Gold Membership,1,703.79,9071.32,8.0,0,F,Village,59.0
138,0,Premium Membership,1,,23137.87,11.0,1,M,City,21.0
1083,0,Silver Membership,1,742.51,14837.87,19.0,0,M,City,17.0
346,0,Silver Membership,1,719.2,21281.1,,1,M,Town,15.0
708,0,Gold Membership,0,823.46,90796.23,3.0,1,M,Village,48.0
567,0,Silver Membership,1,701.81,40684.25,20.0,0,M,Town,47.0
87,0,Premium Membership,1,728.0,41722.86,22.0,1,M,,17.0
473,1,Gold Membership,1,694.15,49946.91,18.0,1,M,,21.0
130,0,Platinum Membership,1,786.6,8502.47,22.0,0,M,City,51.0
355,0,Gold Membership,1,941.458606518034,33724.01,22.0,0,F,Town,59.0
266,0,Gold Membership,1,702.21,29217.32,13.0,1,M,City,54.0
501,0,Platinum Membership,0,778.26,65188.06,8.0,0,M,Village,24.0
197,0,Platinum Membership,0,815.96,96015.22,4.0,0,M,City,27.0
1049,0,Premium Membership,1,767.25,30949.96,20.0,1,M,Village,40.0
162,1,Basic Membership,1,586.72,15911.62,16.0,0,M,Town,17.0
715,0,Premium Membership,0,,97438.18,12.0,0,M,Village,27.0
495,1,Basic Membership,1,517.38,29100.92,29.0,1,M,Village,61.0
739,1,Basic Membership,1,617.47,7282.58,14.0,0,F,Town,35.0
940,1,Basic Membership,1,660.35,12254.48,12.0,0,F,,27.0
387,1,Basic Membership,1,672.58,44214.34,27.0,1,F,City,64.0
884,1,Gold Membership,1,685.92,28972.22,7.0,0,M,Town,26.0
603,1,Silver Membership,1,655.95,42743.27,20.0,0,M,Town,40.0
990,0,Gold Membership,1,1066.0596236742886,6027.42,13.0,0,F,City,57.0
973,0,Gold Membership,1,798.92,20086.44,7.0,1,M,City,28.0
884,1,Basic Membership,1,614.08,27396.98,26.0,1,M,Town,60.0
58,1,No Membership,1,668.5,38854.23,28.0,1,F,Town,51.0
329,1,Basic Membership,1,677.42,15951.24,21.0,0,M,,18.0
930,0,Premium Membership,1,720.15,4032.05,10.0,0,M,Village,39.0
448,0,Gold Membership,0,788.29,1266.63,4.0,1,M,Town,31.0
794,1,No Membership,1,507.98,44996.93,27.0,0,M,City,23.0
377,0,Silver Membership,1,754.61,14527.98,,0,F,City,60.0
865,0,Gold Membership,0,790.36,59242.98,18.0,0,M,City,49.0
571,1,Basic Membership,1,606.53,35421.5,9.0,0,F,Village,64.0
898,1,No Membership,1,621.01,14244.25,24.0,0,F,City,15.0
414,0,Silver Membership,0,795.49,47671.91,7.0,1,F,Town,51.0
210,0,Gold Membership,0,796.93,50065.89,13.0,1,M,Town,38.0
71,0,Platinum Membership,1,717.98,41491.97,11.0,0,F,City,25.0
100,0,Silver Membership,0,753.16,7475.03,1.0,0,F,Village,17.0
636,0,Premium Membership,1,735.83,19316.29,8.0,1,M,,43.0
196,0,Gold Membership,1,753.07,43006.26,10.0,1,M,Town,47.0
214,0,Gold Membership,0,760.59,30118.88,4.0,1,M,Town,60.0
421,1,Basic Membership,1,594.68,35098.61,15.0,1,M,Town,61.0
631,0,Silver Membership,1,309.49341247048505,4542.69,11.0,0,M,City,41.0
815,1,Basic Membership,1,709.97,13514.25,27.0,1,M,Village,39.0
456,0,Premium Membership,0,797.72,80304.79,17.0,0,F,Town,55.0
253,0,Silver Membership,0,785.98,31609.24,,1,F,City,57.0
646,0,Platinum Membership,1,759.73,38649.06,9.0,0,M,City,38.0
357,1,Basic Membership,1,1048.8539466311267,8403.62,28.0,0,M,City,13.0
682,1,Basic Membership,1,663.5,37182.03,13.0,0,F,Village,10.0
728,1,Basic Membership,1,710.45,27224.5,15.0,0,M,Town,15.0
351,0,Gold Membership,0,709.01,63431.93,17.0,0,F,City,53.0
281,1,Gold Membership,1,678.77,2943.43,24.0,0,M,City,54.0
1076,0,Gold Membership,1,775.7,5219.4,,1,F,,46.0
347,0,Premium Membership,0,771.68,18178.62,2.0,0,M,Village,28.0
50,1,No Membership,1,633.24,30852.93,12.0,0,F,Town,39.0
177,1,No Membership,1,669.02,8522.0,17.0,1,M,Town,13.0
1040,0,Gold Membership,1,382.3570052178368,3883.99,23.0,1,F,Town,42.0
29,0,Gold Membership,0,,26390.82,4.0,0,M,,56.0
579,1,Gold Membership,1,718.91,6027.92,7.0,0,M,,46.0
229,0,Premium Membership,0,734.29,64594.43,11.0,0,F,Town,41.0
75,0,Premium Membership,1,1058.2229773754334,23075.09,6.0,1,F,Town,56.0
477,1,Silver Membership,1,663.66,17185.18,14.0,1,F,City,59.0
981,1,Basic Membership,1,677.05,43790.13,,1,F,Town,50.0
231,1,No Membership,1,567.61,16715.28,10.0,1,F,City,52.0
435,1,No Membership,1,660.05,49062.27,21.0,1,F,Town,43.0
807,1,Gold Membership,1,690.27,48367.6,5.0,1,M,Town,29.0
899,1,No Membership,1,584.2,40778.12,,1,M,City,44.0
585,1,No Membership,1,639.42,8269.63,11.0,0,F,City,32.0
244,0,Premium Membership,1,712.31,1100.15,10.0,1,M,City,40.0
331,1,Basic Membership,1,535.59,2327.58,16.24538221592418,1,M,Town,17.0
709,1,No Membership,1,1158.5406809950105,4997.04,19.0,1,F,City,60.0
659,0,Premium Membership,1,749.19,27608.13,20.0,0,M,,25.0
345,0,Gold Membership,0,,7545.82,4.0,0,M,Town,21.0
614,1,Gold Membership,1,,21004.91,16.0,0,F,City,58.0
204,0,Platinum Membership,1,703.18,46799.94,26.0,0,M,City,12.0
440,1,Basic Membership,1,583.23,30416.93,27.0,0,M,City,46.0
496,1,No Membership,1,696.37,9818.28,11.0,0,F,Town,53.0
95,0,Premium Membership,1,712.06,43079.79,17.0,1,F,Village,26.0
604,1,Gold Membership,1,691.98,22032.55,27.0,0,M,,18.0
884,1,Silver Membership,1,,46183.02,,1,M,Village,60.0
175,0,Platinum Membership,0,781.77,43873.15,4.0,1,M,Town,26.0
833,1,Silver Membership,1,977.9051227743552,24842.66,11.0,0,F,City,52.0
395,0,Platinum Membership,1,796.47,13130.72,12.0,0,F,City,35.0
239,1,Gold Membership,1,930.0824984158384,41780.74,13.0,0,F,Town,19.0
161,0,Silver Membership,0,742.55,75202.37,13.0,1,M,Town,38.0
702,1,No Membership,1,663.48,6188.4,24.0,1,F,Town,59.0
979,0,Silver Membership,0,706.25,48377.84,2.0,1,F,Town,53.0
373,1,Basic Membership,1,854.4310420174503,34301.65,14.0,0,M,Town,60.0
971,1,Basic Membership,1,507.1,26564.59,23.0,0,F,,18.0
940,1,Gold Membership,1,705.49,6050.02,20.0,0,F,Town,60.0
147,1,No Membership,1,630.69,28729.58,8.0,1,M,City,32.0
318,1,No Membership,1,569.23,7884.31,24.0,0,F,City,59.0
824,0,Gold Membership,0,,24219.87,10.0,0,F,City,61.0
790,0,Gold Membership,1,714.79,21743.59,24.0,1,F,Town,41.0
212,1,Basic Membership,1,602.74,16177.14,15.0,1,M,Village,11.0
981,0,Premium Membership,1,414.30556148510215,32544.46,20.0,1,F,Town,55.0
900,0,Platinum Membership,0,798.46,58210.19,14.0,0,F,City,13.0
777,0,Silver Membership,0,726.3,90287.87,15.0,0,F,Town,55.0
280,1,Gold Membership,1,641.19,3068.03,28.0,1,M,City,10.0
214,1,Gold Membership,1,655.81,29277.36,14.0,1,M,City,44.0
913,1,Silver Membership,1,645.99,26445.74,9.0,1,M,Town,63.0
678,0,Gold Membership,1,751.25,45995.05,24.0,0,F,Town,15.0
714,0,Gold Membership,0,701.27,71577.58,3.0,1,M,Town,20.0
212,0,Gold Membership,1,701.41,24172.99,8.0,0,M,City,61.0
488,1,Basic Membership,1,1090.3141562576045,19714.22,27.0,1,F,Village,26.0
11,1,Basic Membership,1,567.83,47918.96,17.0,0,F,City,21.0
344,1,Basic Membership,1,1191.2848798731543,35613.75,25.0,0,M,City,28.0
854,1,No Membership,1,668.82,18994.77,22.0,0,M,Town,55.0
332,1,No Membership,1,661.31,34570.46,19.0,0,F,Town,17.0
471,1,Basic Membership,1,538.78,33779.62,13.0,1,M,Town,36.0
751,0,Platinum Membership,1,751.11,32656.24,25.0,1,F,Town,20.0
398,1,No Membership,1,857.1164261402422,39048.06,18.0,0,F,Town,24.0
820,1,Basic Membership,1,646.77,871.91,,1,F,City,19.0
520,0,Premium Membership,1,766.34,13348.54,22.0,1,M,,33.0
1066,0,Silver Membership,1,768.81,10162.8,26.0,0,M,Town,58.0
738,0,Gold Membership,0,,67055.04,12.0,0,F,Town,49.0
99,1,No Membership,1,638.18,31043.91,9.0,1,F,Village,34.0
903,1,Basic Membership,1,532.12,45568.98,8.0,1,M,,47.0
672,0,Platinum Membership,1,715.56,41915.38,8.0,0,M,Town,63.0
716,1,Basic Membership,1,539.98,8748.42,7.0,0,M,Town,45.0
396,0,Gold Membership,1,1165.6634132532492,2445.59,16.0,0,F,Town,15.0
388,0,Premium Membership,1,772.32,30138.41,22.0,1,M,Town,19.0
48,0,Platinum Membership,0,740.45,70538.57,9.0,1,M,Village,38.0
943,1,Gold Membership,1,,32425.38,27.0,1,M,Town,16.0
626,1,No Membership,1,521.41,8060.57,8.0,1,F,City,64.0
96,0,Silver Membership,1,,20430.17,29.0,1,M,,16.0
190,1,Basic Membership,1,,9519.62,17.0,1,F,,12.0
760,1,Gold Membership,1,600.31,9436.64,20.0,1,F,,36.0
907,1,Basic Membership,1,707.58,49737.31,23.0,0,F,Town,45.0
90,0,Premium Membership,1,758.17,42079.89,18.0,0,M,City,30.0
731,0,Gold Membership,0,733.55,41921.12,17.0,1,M,City,45.0
931,0,Platinum Membership,0,,46247.58,18.0,1,F,Town,45.0
667,0,Premium Membership,1,764.09,43322.54,27.0,1,M,City,32.0
59,1,No Membership,1,587.25,36944.42,10.0,1,M,Village,40.0
327,0,Gold Membership,1,743.48,44238.74,23.0,1,F,City,50.0
301,0,Platinum Membership,0,937.6963074282728,8716.3,13.0,1,M,Town,46.0
1077,1,Basic Membership,1,937.6672801983298,11273.22,15.0,0,M,City,36.0
299,0,Gold Membership,1,1250.9851968518342,17319.58,6.0,0,M,City,52.0
866,1,Silver Membership,1,712.73,16009.34,27.0,1,M,City,34.0
556,1,Basic Membership,1,620.94,21555.53,28.0,0,F,Town,31.0
815,1,No Membership,1,609.6,5194.83,19.0,1,F,Village,53.0
998,1,No Membership,1,656.15,28732.55,6.0,1,F,Town,22.0
156,1,Basic Membership,1,637.47,34570.1,13.0,0,F,Town,20.0
673,1,No Membership,1,584.89,29211.77,29.0,1,F,City,56.0
38,1,No Membership,1,331.0992524792618,24703.93,,1,M,Town,59.0
969,1,Silver Membership,1,623.29,25127.87,18.0,0,M,Town,62.0
416,1,Basic Membership,1,655.74,39522.48,17.0,0,F,Village,16.0
963,0,Premium Membership,1,372.12975807043694,29631.96,19.0,1,M,,45.0
257,0,Platinum Membership,1,1064.1437444781195,6047.85,6.0,1,F,,55.0
266,1,Basic Membership,1,176.0657090086319,29522.94,11.0,1,M,Town,19.0
943,1,Silver Membership,1,632.59,19004.18,9.0,0,F,Village,13.0
205,0,Platinum Membership,0,1006.6360635944916,2690.02,9.0,1,F,Village,14.0
390,1,No Membership,1,,14946.39,28.0,0,M,,15.0
247,1,Gold Membership,1,673.26,40151.96,19.0,0,M,City,57.0
1060,0,Platinum Membership,0,,90645.6,11.0,1,M,,48.0
778,0,Gold Membership,1,714.66,47009.1,23.0,0,F,City,31.0
164,1,Silver Membership,1,647.54,23889.63,28.0,0,F,City,29.0
465,1,No Membership,1,,38591.87,11.0,1,M,,31.0
765,0,Silver Membership,0,708.04,90064.38,9.0,1,M,Town,34.0
281,0,Silver Membership,0,738.62,75447.17,9.0,1,F,City,57.0
324,0,Gold Membership,1,764.78,6970.6,16.0,0,F,Village,46.0
236,1,No Membership,1,639.53,35699.6,17.0,0,F,Village,41.0
478,0,Premium Membership,0,,87823.92,16.0,0,F,City,40.0
607,1,No Membership,1,654.15,47660.34,26.0,1,M,City,43.0
84,0,Premium Membership,0,763.43,81705.11,17.0,1,M,,48.0
357,0,Gold Membership,1,705.86,5619.18,23.0,1,M,,29.0
1035,0,Gold Membership,0,763.09,27988.94,1.0,0,F,,41.0
326,1,No Membership,1,600.48,45669.06,7.0,0,F,Town,32.0
962,1,No Membership,1,666.78,37116.13,27.0,0,M,City,38.0
889,0,Platinum Membership,0,710.29,10177.99,10.0,0,F,Town,56.0
820,0,Gold Membership,0,451.73002317635394,69759.67,8.0,1,M,City,12.0
39,1,No Membership,1,,49437.86,19.0,0,F,Town,11.0
563,0,Silver Membership,1,,27661.08,9.0,1,M,,61.0
350,0,Premium Membership,0,760.76,73550.41,14.0,1,F,Town,41.0
488,0,Platinum Membership,0,822.23,9425.86,3.0,0,F,City,17.0
166,0,Premium Membership,1,709.49,22722.57,6.0,1,M,Town,63.0
845,0,Premium Membership,1,742.56,964.04,26.0,0,F,Town,13.0
237,0,Platinum Membership,1,771.34,5584.47,9.0,0,M,Town,55.0
223,1,Basic Membership,1,630.41,27915.06,10.0,0,M,City,20.0
857,1,No Membership,1,688.22,12182.71,16.0,0,F,Village,27.0
330,1,Silver Membership,1,712.47,35765.25,18.0,0,F,Town,60.0
1069,1,No Membership,1,638.2,5368.41,,0,M,City,23.0
943,1,No Membership,1,620.02,20638.95,5.0,0,F,Village,17.0
189,1,Silver Membership,1,688.14,3450.53,29.0,1,M,City,15.0
892,0,Gold Membership,1,700.27,45888.55,24.0,1,M,Town,38.0
317,1,Gold Membership,1,607.29,6776.04,23.0,0,M,City,12.0
989,0,Platinum Membership,1,756.8,12459.11,10.0,1,F,,55.0
216,0,Premium Membership,0,754.46,50497.05,3.0,0,M,City,10.0
774,1,Silver Membership,1,,46525.85,5.0,0,F,Village,58.0
540,0,Gold Membership,0,777.53,64986.41,11.0,0,M,,15.0
392,0,Silver Membership,0,765.52,45695.14,11.0,0,M,City,34.0
237,0,Silver Membership,0,1012.5550638298294,96704.84,17.0,1,M,Village,19.0
482,1,Silver Membership,1,655.91,32128.39,20.0,0,M,Town,47.0
446,0,Gold Membership,1,,37604.65,22.0,1,F,Town,43.0
525,0,Gold Membership,0,752.07,19620.0,5.0,0,M,,13.0
868,0,Premium Membership,0,720.06,50893.59,15.0,1,M,,29.0
573,1,No Membership,1,105.42415617954418,16439.65,10.0,1,F,City,50.0
197,1,Silver Membership,1,716.7,5557.68,13.0,0,F,City,18.0
240,1,Gold Membership,1,630.38,46172.28,19.0,1,M,Town,43.0
712,0,Silver Membership,1,,18784.65,5.0,1,M,Town,43.0
218,0,Premium Membership,0,795.2,38875.74,2.0,1,M,Village,26.0
636,1,No Membership,1,598.64,40600.16,27.0,1,M,Village,51.0
616,0,Platinum Membership,0,759.76,15030.5,15.0,1,F,,26.0
445,0,Silver Membership,1,730.18,23009.85,26.0,1,F,Town,64.0
797,0,Premium Membership,1,709.72,24708.52,,0,F,Village,13.0
898,0,Gold Membership,1,785.0,10176.3,25.0,1,M,City,14.0
670,0,Platinum Membership,1,,28727.33,14.0,1,M,City,63.0
482,1,Basic Membership,1,634.03,34163.95,27.0,0,F,Town,24.0
823,0,Premium Membership,1,719.74,13274.1,20.0,1,F,Village,39.0
855,1,No Membership,1,624.13,4114.85,22.0,0,M,Town,41.0
664,1,No Membership,1,,20693.66,10.0,0,F,Town,20.0
669,0,Platinum Membership,0,789.1,50040.24,,0,M,City,26.0
178,1,Silver Membership,1,682.7,22749.78,24.0,1,F,Town,57.0
102,0,Gold Membership,0,,20705.84,18.0,1,M,City,24.0
862,0,Silver Membership,0,777.0,41360.85,18.0,1,F,City,20.0
966,0,Platinum Membership,0,746.74,8625.73,,0,M,Town,63.0
551,0,Platinum Membership,0,843.27,64913.77,7.0,0,M,City,63.0
532,1,No Membership,1,631.71,13351.12,12.0,0,F,Village,43.0
1094,0,Premium Membership,0,758.59,45849.78,,0,M,Town,57.0
428,1,No Membership,1,561.95,24830.86,23.0,1,F,City,53.0
287,0,Gold Membership,1,,12916.79,10.0,0,F,City,62.0
184,1,No Membership,1,699.63,34515.29,23.0,0,F,City,36.0
939,0,Silver Membership,1,769.68,6339.15,12.0,0,M,City,18.0
306,0,Gold Membership,1,251.10520692979023,12458.18,22.0,0,M,,55.0
716,0,Silver Membership,1,344.02061992925667,14553.59,7.0,0,F,Town,14.0
373,1,No Membership,1,513.19,7287.92,29.0,0,F,Town,40.0
208,1,Basic Membership,1,612.3,27465.14,11.0,0,F,,62.0
315,0,Silver Membership,1,1145.3432754983623,3168.96,7.0,0,F,Town,19.0
687,1,No Membership,1,1063.6371519572765,3269.66,7.0,1,M,Town,59.0
431,0,Gold Membership,0,301.5974282766652,33734.99,12.0,1,M,City,13.0
74,1,Basic Membership,1,519.92,17800.2,7.0,0,F,Town,48.0
545,1,No Membership,1,542.98,49812.78,8.0,0,M,City,58.0
769,1,Silver Membership,1,605.39,32464.86,26.0,1,M,City,53.0
403,0,Premium Membership,1,,17236.29,29.0,0,M,Town,17.0
277,1,Gold Membership,1,626.77,37528.37,,1,M,Town,55.0
810,1,Basic Membership,1,592.98,11445.87,48.79632942811429,0,F,,34.0
417,0,Premium Membership,1,779.24,2761.29,7.0,1,F,Town,49.0
591,1,Basic Membership,1,597.81,25136.94,6.0,1,M,City,55.0
624,1,No Membership,1,,19876.43,15.0,1,F,Village,50.0
931,0,Silver Membership,1,763.54,36324.84,,1,M,Town,10.0
164,0,Premium Membership,1,781.74,35946.01,17.0,1,M,Town,34.0
269,1,No Membership,1,650.62,6326.5,11.0,1,F,City,41.0
649,0,Platinum Membership,1,780.18,11821.46,18.0,0,M,Town,48.0
911,1,Basic Membership,1,648.46,35588.42,9.0,1,F,Town,44.0
884,0,Silver Membership,1,1073.1041247188507,19117.99,13.0,1,M,Town,63.0
85,1,Silver Membership,1,689.21,36112.46,8.0,0,M,City,21.0
392,0,Platinum Membership,0,,40426.42,2.0,1,M,Town,27.0
963,0,Silver Membership,0,,70972.09,19.0,1,F,Town,50.0
521,1,Basic Membership,1,234.78341495345245,5471.59,26.0,0,M,Town,45.0
164,0,Premium Membership,1,795.89,34141.67,23.0,1,F,Village,50.0
1014,1,No Membership,1,1142.1573402614767,11141.12,,0,F,City,43.0
811,1,Gold Membership,1,660.34,19626.29,24.0,1,M,Town,34.0
437,1,No Membership,1,595.84,26217.16,25.0,1,M,City,40.0
53,0,Platinum Membership,1,713.87,36585.46,11.0,1,M,Village,46.0
1058,0,Platinum Membership,1,747.04,25953.74,,0,F,,61.0
941,1,Basic Membership,1,180.48100799167827,48176.29,15.0,1,F,Town,48.0
93,1,No Membership,1,592.43,23372.67,21.0,0,F,,12.0
804,1,Basic Membership,1,707.38,18561.15,21.0,1,M,Town,62.0
845,1,No Membership,1,663.05,14602.26,,0,F,Town,24.0
1063,1,Basic Membership,1,1000.2764277436888,6721.92,7.0,1,F,City,41.0
735,1,No Membership,1,558.61,24568.1,24.0,0,F,City,23.0
815,1,No Membership,1,647.46,22751.65,13.0,1,F,Town,59.0
254,1,No Membership,1,,42905.49,26.0,0,M,City,31.0
1065,0,Premium Membership,0,803.98,94592.05,10.0,1,M,Town,41.0
310,1,Gold Membership,1,663.66,41308.43,,0,F,,34.0
995,1,Basic Membership,1,232.27390250110903,15227.79,29.0,0,F,Town,30.0
637,0,Platinum Membership,1,405.85478461711614,44715.96,,1,F,City,24.0
36,0,Silver Membership,1,723.4,16680.24,15.0,0,F,City,30.0
899,0,Platinum Membership,1,213.82459658014355,28398.37,29.0,0,F,,49.0
438,0,Platinum Membership,0,965.1348772878764,27918.51,,1,M,Village,17.0
115,0,Premium Membership,0,,71760.36,17.0,0,M,City,61.0
186,1,Basic Membership,1,568.69,9987.7,20.0,1,F,,33.0
737,1,No Membership,1,609.74,2825.48,,1,M,City,57.0
486,0,Gold Membership,0,730.78,69778.03,11.0,0,M,City,35.0
818,1,No Membership,1,686.64,35345.57,18.0,1,F,City,20.0
292,0,Platinum Membership,1,379.7234604109825,10539.85,17.0,1,M,City,47.0
619,1,Gold Membership,1,,17840.96,15.0,0,M,Town,34.0
576,1,Basic Membership,1,351.08139829625543,9966.83,27.0,1,M,Town,64.0
399,0,Silver Membership,1,,43089.27,15.0,1,M,Town,12.0
273,0,Platinum Membership,1,774.17,17288.47,5.0,1,M,Town,58.0
808,0,Platinum Membership,1,756.86,21372.41,10.0,0,M,,50.0
288,1,Silver Membership,1,669.77,42977.59,14.0,1,F,Town,21.0
67,1,Basic Membership,1,614.98,19342.15,12.0,1,F,City,28.0
543,1,Basic Membership,1,685.44,40204.24,11.0,0,F,Town,63.0
865,1,Silver Membership,1,711.89,20397.01,20.0,0,F,Town,52.0
403,1,Basic Membership,1,534.45,44843.55,23.0,0,F,Town,11.0
537,1,Gold Membership,1,715.34,38477.42,10.0,0,F,Town,43.0
743,1,Gold Membership,1,425.7285789980719,16884.44,9.0,1,M,,14.0
279,1,Basic Membership,1,609.61,838.8,6.0,0,F,,54.0
450,0,Silver Membership,0,778.28,16037.72,7.0,1,M,City,23.0
933,0,Silver Membership,1,793.86,30013.8,19.0,0,F,Town,35.0
304,1,Basic Membership,1,593.11,8277.42,11.0,1,F,Town,47.0
687,0,Silver Membership,1,730.67,46234.46,23.0,0,F,,13.0
332,1,No Membership,1,674.55,41925.46,,0,M,,54.0
191,1,No Membership,1,682.45,19402.35,27.0,0,F,City,54.0
871,0,Platinum Membership,0,339.2710449318139,87865.61,6.0,0,F,,23.0
880,0,Platinum Membership,0,779.57,24600.92,10.0,1,M,Village,37.0
244,0,Platinum Membership,1,712.49,49372.28,,0,M,,30.0
499,1,Basic Membership,1,673.78,43017.71,15.0,1,F,Town,30.0
1029,1,Basic Membership,1,676.61,42353.88,10.0,1,M,Town,12.0
9,1,No Membership,1,687.95,31067.81,25.0,0,F,City,44.0
101,0,Silver Membership,1,,4596.3,29.0,1,M,City,21.0
635,1,No Membership,1,557.62,33238.59,,1,F,Town,11.0
582,0,Gold Membership,0,737.84,55917.02,4.0,0,F,City,32.0
449,0,Silver Membership,0,731.57,47165.77,18.0,0,F,City,42.0
